0.757242	0.00103513
0.733933	0.00509149
-1.22624	0.0111251
-1.27805	0.0154931
-1.31314	0.077673
0.827504	0.116246
0.84877	0.186466
-1.3573	0.218783
-0.131467	0.264755
1.88283	0.328543
1.88614	0.344085
1.89956	0.410001
1.90049	0.414693
-1.40594	0.442808
-1.09005	0.463902
-1.06885	0.580797
-1.44432	0.657222
0.961102	0.75802
0.973379	0.833514
0.519368	0.878605
0.517994	0.88718
1.98644	0.914898
1.00951	1.05969
-1.98039	1.12289
1.03678	1.22904
1.45927	1.2531
-1.95537	1.27674
1.4324	1.4121
1.43111	1.41944
0.089107	1.53108
0.407916	1.54683
-0.905948	1.55714
0.400454	1.58547
-1.88902	1.64216
0.364148	1.75364
1.34909	1.81237
0.344895	1.82745
1.16865	1.87219
-1.67226	1.88306
-1.67525	1.89173
1.31889	1.90778
0.316341	1.91438
-0.690896	1.93183
0.20193	1.95473
1.29725	1.95626
-0.704697	1.95976
-0.790303	1.96811
0.214867	1.97573
0.274376	1.98829
1.23677	1.99655
